Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Collective Author 1,Collective Author 2,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation
the brave new world of endometrial cancer : future implications for adjuvant treatment decisions,https://pubmed.ncbi.nlm.nih.gov/32430662/,19,05,2020,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al],196,11,1439-099X,S,Marnitz,"Medical Faculty, Department of Radiation Oncology, CyberKnife and Radiotherapy, University Cologne, Kerpener Str. 62, 50937, Cologne, Germany. simone.marnitz-schulze@uk-koeln.de.",T,Waltar,C,Köhler,A,Mustea,B,Schömig-Markiefka,,,,,,,"Medical Faculty, Department of Radiation Oncology, CyberKnife and Radiotherapy, University Cologne, Kerpener Str. 62, 50937, Cologne, Germany.","Department for Specialized Laparoscopic Surgery, Asklepios Clinic Hamburg-Altona, Hamburg, Germany.","Medical Faculty, Department of Gynecology, University Clinic Bonn, Bonn, Germany.",,,,,,,,,,,,,,,"Medical Faculty, Institute of Pathology, University Cologne, Cologne, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pretreatment nomogram to predict the risk of acute urinary retention after i-125 prostate brachytherapy,https://pubmed.ncbi.nlm.nih.gov/20888131/,01,10,2010,"International journal of radiation oncology, biology, physics",81,3,1879-355X,Ellen M,Roeloffzen,"Department of Radiation Oncology, University Medical Center Utrecht, The Netherlands. e.m.a.roeloffzen@umcutrecht.nl",Marco,van Vulpen,Jan J,Battermann,Joep G,van Roermund,Elantholi P,Saibishkumar,Evelyn M,Monninkhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multifocal langerhans cell histiocytosis of bone: indications for radiotherapy,https://pubmed.ncbi.nlm.nih.gov/20674449/,31,07,2010,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,14,8,1769-6658,G-L,Gaundong Mbéthé,"Service de radiothérapie, centre régional de lutte contre le cancer, institut Bergonié, 229, cours de l'Argonne, 33076 Bordeaux cedex, France. gaundong@yahoo.fr",C,Dejean,B,Henriques de Figueiredo,P,Sargos,A,Italiano,G,Kantor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of endocrine therapy alone versus partial-breast irradiation alone versus combined treatment for low-risk hormone-positive early-stage breast cancer in women aged 70 years or older,https://pubmed.ncbi.nlm.nih.gov/32468336/,28,05,2020,Breast cancer research and treatment,182,2,1573-7217,Matthew C,Ward,"Levine Cancer Institute, Atrium Health, Charlotte, NC, USA.",Frank,Vicini,Zahraa,Al-Hilli,Manjeet,Chadha,Lori,Pierce,Abram,Recht,James,Hayman,Nikhil,Thaker,"21st Century Oncology, Farmington Hills, MI, USA.","Department of Breast Surgery, Cleveland Clinic, Cleveland, OH, USA.","Ichan School of Medicine at Mt. Sinai, New York, NY, USA.",Atif J,Khan,Martin,Keisch,Chirag,Shah,,,,,,,,,"University of Michigan, Ann Arbor, MI, USA.","Beth Israel Deaconess Medical Center, Boston, MA, USA.","University of Michigan, Ann Arbor, MI, USA.","Arizona Oncology, Tucson, AZ, USA.","Memorial Sloan Kettering Cancer Center, New York, NY, USA.","Cancer Health Care Associates, Miami, FL, USA.","Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, OH, 44195, USA. shahc4@ccf.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
increasing fractional doses increases the probability of benign psa bounce in patients undergoing definitive hdr brachytherapy for prostate cancer,https://pubmed.ncbi.nlm.nih.gov/28586946/,16,01,2017,"International journal of radiation oncology, biology, physics",98,1,1879-355X,Carlin R,Hauck,"Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.",Hong,Ye,Peter Y,Chen,Gary S,Gustafson,Amy,Limbacher,Daniel J,Krauss,,,,,"Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.",,,,,,,,,,,,,,,"Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan. Electronic address: Daniel.krauss@beaumont.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
screening for prostate cancer with prostate-specific antigen. an examination of the evidence,https://pubmed.ncbi.nlm.nih.gov/7477122/,23,11,1995,The New England journal of medicine,333,21,0028-4793,S H,Woolf,"Department of Family Practice, Fairfax Family Practice Center, Medical College of Virginia 22033, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patterns of care for elderly patients with locally advanced head and neck cancer,https://pubmed.ncbi.nlm.nih.gov/28366573/,29,01,2017,"International journal of radiation oncology, biology, physics",98,4,1879-355X,Jesus E,Juarez,"Department of Radiation Oncology, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, California.",Jehee,Choi,Maie,St John,Elliot,Abemayor,Mindi,TenNapel,Allen M,Chen,,,,,"Department of Radiation Oncology, University of Kansas School of Medicine, Kansas City, Kansas.","Department of Otolaryngology-Head and Neck Surgery, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, California.","Department of Otolaryngology-Head and Neck Surgery, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, California.",,,,,,,,,,,,,,,"Department of Radiation Oncology, University of Kansas School of Medicine, Kansas City, Kansas.","Department of Radiation Oncology, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, California; Department of Radiation Oncology, University of Kansas School of Medicine, Kansas City, Kansas. Electronic address: achen5@kumc.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of ct and pet-ct for determining the need for adjuvant neck dissection in locally advanced head and neck cancer,https://pubmed.ncbi.nlm.nih.gov/19833820/,15,10,2009,Annals of oncology : official journal of the European Society for Medical Oncology,21,5,1569-8041,D J,Sher,"Department of Radiation Oncology, Dana-Farber Cancer Institute and Brigham and Women's Hospital, Boston, MA 02115, USA. dsher@lroc.harvard.edu",R B,Tishler,D,Annino,R S,Punglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
interventional radiologic treatment of hepatocellular carcinoma-a cost analysis from the payer perspective,https://pubmed.ncbi.nlm.nih.gov/22277271/,25,01,2012,Journal of vascular and interventional radiology : JVIR,23,3,1535-7732,Charles E,Ray,"Department of Radiology, University of Colorado, Aurora, CO 80045, USA. Charles.ray@ucdenver.edu",Catherine,Battaglia,Anne M,Libby,Allan,Prochazka,Stan,Xu,Brian,Funaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recurrent rectal cancer: diagnosis by contrast enhancement in md-ct,https://pubmed.ncbi.nlm.nih.gov/15627217/,XX,11,2005,Der Radiologe,45,11,0033-832X,C A,Stückle,"Klinik für Radiologische Diagnostik und Nuklearmedizin, Marienhospital Herne, Universitätsklinik der Ruhr-Universität, Bochum. Christoph.Stueckle@Ruhr-Uni-Bochum.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long-term oncologic and financial implications of lung cancer screening,https://pubmed.ncbi.nlm.nih.gov/25901566/,11,03,2015,Thoracic surgery clinics,25,2,1558-5069,Jesper Holst,Pedersen,"Department of Cardiothoracic Surgery, Rigshospitalet, University of Copenhagen, Blegdamsvej 9, Copenhagen 2100, Denmark. Electronic address: jesper.holst.pedersen@rh.regionh.dk.",Jens Benn,Sørensen,,,,,,,,,,,,,"Department of Oncology, Finsen Centre, Rigshospitalet, University of Copenhagen, Blegdamsvej 9, Copenhagen 2100, Denmark.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of proton radiation in the treatment of childhood medulloblastoma,https://pubmed.ncbi.nlm.nih.gov/15637691/,15,02,2005,Cancer,103,4,0008-543X,Jonas,Lundkvist,"Medical Management Center, Karolinska Institutet, Stockholm, Sweden. jonas.l@healtheconomics.se",Mattias,Ekman,Suzanne Rehn,Ericsson,Bengt,Jönsson,Bengt,Glimelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"racial/ethnic differences in treatment discussed, preferred, and received for prostate cancer in a tri-ethnic population",https://pubmed.ncbi.nlm.nih.gov/22419652/,13,03,2012,American journal of men's health,6,3,1557-9891,G M Monawar,Hosain,"Baylor College of Medicine, Houston, TX 77030, USA.",Maureen,Sanderson,Xianglin L,Du,Wenyaw,Chan,Sara S,Strom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
external validation of genomic classifier-based risk-stratification tool to identify candidates for adjuvant radiation therapy in patients with prostate cancer,https://pubmed.ncbi.nlm.nih.gov/33388922/,03,01,2021,World journal of urology,39,9,1433-8726,David I,Lee,"Department of Surgery, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, USA.",Mohammed,Shahait,Deepansh,Dalela,Jacob,Keeley,Priti,Lal,Neha,Vapiwala,Firas,Abdollah,,,"Department of Surgery, King Hussein Cancer Center, Amman, Jordan.","Department of Pathology, Perelman School of Medicine University of Pennsylvania, Philadelphia, USA.","Department of Pathology, Perelman School of Medicine University of Pennsylvania, Philadelphia, USA.",,,,,,,,,,,,,,,"Department of Radiation Oncology, Perelman School of Medicine University of Pennsylvania, Philadelphia, USA.","Wayne State University, Detroit, USA.","VUI Center for Outcomes Research Analytics and Evaluation, Senior staff, Vattikuti Urology Institute (VUI), Henry Ford Hospital, 2799 W Grand Blvd, Detroit, MI, 48202-2689, USA. firas.abdollah@gmail.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis of stereotactic ablative radiation therapy in patients with oligometastatic cancer,https://pubmed.ncbi.nlm.nih.gov/33002541/,28,09,2020,"International journal of radiation oncology, biology, physics",109,5,1879-355X,Abhishek,Kumar,"Department of Radiation Medicine and Applied Sciences, University of California San Diego, La Jolla, California.",Christopher,Straka,Patrick T,Courtney,Lucas,Vitzthum,Paul,Riviere,James D,Murphy,,,,,"Department of Radiation Medicine and Applied Sciences, University of California San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California San Diego, La Jolla, California.",,,,,,,,,,,,,,,"Department of Radiation Medicine and Applied Sciences, University of California San Diego, La Jolla, California.","Department of Radiation Medicine and Applied Sciences, University of California San Diego, La Jolla, California. Electronic address: j2murphy@health.ucsd.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clinical risk score to predict likelihood of recurrence after ductal carcinoma in situ treated with breast-conserving surgery,https://pubmed.ncbi.nlm.nih.gov/29079937/,28,10,2017,Breast cancer research and treatment,167,3,1573-7217,Rinaa S,Punglia,"Department of Radiation Oncology, Dana-Farber Cancer Institute, 450 Brookline Avenue, Boston, MA, 02115, USA. rpunglia@lroc.harvard.edu.",Wei,Jiang,Stuart R,Lipsitz,Melissa E,Hughes,Stuart J,Schnitt,Michael J,Hassett,Larissa,Nekhlyudov,Ninah,Achacoso,"Department of Surgery, Center for Surgery and Public Health, Brigham and Women's Hospital, Boston, MA, USA.","Department of Surgery, Center for Surgery and Public Health, Brigham and Women's Hospital, Boston, MA, USA.","Division of Population Sciences, Department of Medical Oncology, Center for Outcomes and Policy Research, Dana-Farber Cancer Institute, Boston, MA, USA.",Stephen,Edge,Sara H,Javid,Joyce C,Niland,Richard L,Theriault,Yu-Ning,Wong,Laurel A,Habel,,,"Department of Pathology, Beth Israel Deaconess Medical Center, Boston, MA, USA.","Division of Population Sciences, Department of Medical Oncology, Center for Outcomes and Policy Research, Dana-Farber Cancer Institute, Boston, MA, USA.","Department of Medicine, Brigham & Women's Hospital, Harvard Medical School, Boston, MA, USA.","Division of Research, Kaiser Permanente Northern California, Oakland, CA, USA.","Department of Surgery, Roswell Park Cancer Institute, University at Buffalo, Buffalo, NY, USA.","Department of Surgery, University of Washington Medical Center, University of Washington School of Medicine, Seattle, WA, USA.","Department of Diabetes and Cancer Discovery Science, City of Hope, Comprehensive Cancer Center, Duarte, CA, USA.","Department of Breast Medical Oncology, The University of Texas, M. D. Anderson Cancer Center, Houston, TX, USA.","Department of Medical Oncology, Fox Chase Cancer Center, Philadelphia, PA, USA.","Division of Research, Kaiser Permanente Northern California, Oakland, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the novel nomogram of gleason sum upgrade: possible application for the eligible criteria of low dose rate brachytherapy,https://pubmed.ncbi.nlm.nih.gov/20812920/,31,08,2010,International journal of urology : official journal of the Japanese Urological Association,17,10,1442-2042,Lars,Budäus,"Martiniclinic, Prostate Cancer Center Hamburg-Eppendorf, University Hospital Hamburg-Eppendorf, Hamburg, Germany.",Markus,Graefen,Georg,Salomon,Hendrik,Isbarn,Giovanni,Lughezzani,Maxine,Sun,Felix K H,Chun,Thorsten,Schlomm,,,,Thomas,Steuber,Alexander,Haese,Jens,Koellermann,Guido,Sauter,Margit,Fisch,Hans,Heinzer,,,,,,,,,,,,,Hartwig,Huland,Pierre I,Karakiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physicians' beliefs about the benefits and risks of adjuvant therapies for stage ii and stage iii colorectal cancer,https://pubmed.ncbi.nlm.nih.gov/24986112/,01,07,2014,Journal of oncology practice,10,5,1935-469X,Anthony C,Wong,"University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.",Shannon,Stock,Deborah,Schrag,Katherine L,Kahn,Talya,Salz,Mary E,Charlton,Selwyn O,Rogers,Karyn A,Goodman,"University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.","University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.","University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.",Nancy L,Keating,,,,,,,,,,,,,"University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.","University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.","University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.","University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA goodmank@mskcc.org.","University of Chicago, Chicago, IL; College of the Holy Cross, Worcester, MA; Dana-Farber Cancer Institute; Brigham and Women's Hospital and Harvard Medical School, Boston, MA; RAND; University of California at Los Angeles, Los Angeles, CA; Memorial Sloan-Kettering Cancer Center, New York, NY; University of Iowa College of Public Health; Veterans Affairs Center for Comprehensive Access and Delivery Research and Evaluation, Iowa City, IA; and Temple University School of Medicine, Philadelphia, PA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of proton beam therapy for intraocular melanoma,https://pubmed.ncbi.nlm.nih.gov/25993284/,18,05,2015,PloS one,10,5,1932-6203,James P,Moriarty,"Robert D. and Patricia E. Kern Center for the Science of Health Care Delivery, Mayo Clinic, Rochester, Minnesota, United States of America.",Bijan J,Borah,Robert L,Foote,Jose S,Pulido,Nilay D,Shah,,,,,,,"Robert D. and Patricia E. Kern Center for the Science of Health Care Delivery, Mayo Clinic, Rochester, Minnesota, United States of America; Division of Health Care Policy and Research, Mayo Clinic, Rochester, Minnesota, United States of America.","Department of Radiation Oncology, Mayo Clinic, Rochester, Minnesota, United States of America.","Department of Ophthalmology, Mayo Clinic, Rochester, Minnesota, United States of America.",,,,,,,,,,,,,,,"Robert D. and Patricia E. Kern Center for the Science of Health Care Delivery, Mayo Clinic, Rochester, Minnesota, United States of America; Division of Health Care Policy and Research, Mayo Clinic, Rochester, Minnesota, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness analysis comparing intensity-modulated radiotherapy with conformational radiotherapy (3d-rt) for prostate cancer in the brazilian health system,https://pubmed.ncbi.nlm.nih.gov/34550263/,XX,06,2021,Revista da Associacao Medica Brasileira (1992),67,5,1806-9282,Gustavo Arruda,Viani,"Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo - Ribeirão Preto (SP), Brazil.",Caio Viani,Arruda,Rogerio,Oliveira,,,,,,,,,,,"Instituto de Biociência da Universidade do Estado de São Paulo - Botucatu (SP), Brazil.","Instituto de Biociência da Universidade do Estado de São Paulo - Botucatu (SP), Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
