Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 9 First Name,Author 9 Last Name,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Collective Author 1,Collective Author 2,Collective Author 3,Collective Author 4,Collective Author 5,Collective Author 6
the applications of genetic algorithms in medicine,https://pubmed.ncbi.nlm.nih.gov/26676060/,XX,11,2015,Oman medical journal,30,6,1999-768X,Ali,Ghaheri,"Department of Management and Economy, Science and Research Branch, Azad University, Tehran, Iran.",Saeed,Shoar,Mohammad,Naderan,Sayed Shahabuddin,Hoseini,,,,,,,,,,,"Department of Surgery, Shariati Hospital, Tehran University of Medical Sciences, Tehran, Iran.","School of Medicine Tehran University of Medical Sciences, Tehran, Iran.","Hannover Medical School, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semiparametric efficient estimation in the generalized odds-rate class of regression models for right-censored time-to-event data,https://pubmed.ncbi.nlm.nih.gov/9880995/,XX,XX,1998,Lifetime data analysis,4,4,1380-7870,D O,Scharfstein,"Department of Biostatistics, Johns Hopkins School of Hygiene and Public Health, Baltimore, MD 21205, USA. dscharf@jhsph.edu",A A,Tsiatis,P B,Gilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evidence-based consensus recommendations to improve the quality of life in prostate cancer treatment,https://pubmed.ncbi.nlm.nih.gov/20466619/,XX,05,2010,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,12,5,1699-3055,Francesc,Casas,"Radiation Oncology Department, Hospital Clínic, Barcelona, Spain. fcasas@clinic.ub.es",Josep María,Borràs,Ferran,Ferrer,Núria,Guanyabens,Rafael,Gutiérrez del Pozo,Concha,León,José,López Torrecilla,Begoña,Mellado,Joan,Morote,,,,,,,,,Manel,Puig,,María José,Ribal,,Carme,Ruscalleda,,Agustí,Serra,,Valentí,Valls,,Almudena,Zapatero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to stimulate or withdraw? a cost-utility analysis of recombinant human thyrotropin versus thyroxine withdrawal for radioiodine ablation in patients with low-risk differentiated thyroid cancer in the united states,https://pubmed.ncbi.nlm.nih.gov/20139234/,05,02,2010,The Journal of clinical endocrinology and metabolism,95,4,1945-7197,Tracy S,Wang,"Department of Surgery, Medical College of Wisconsin, Milwaukee, Wisconsin 53226, USA. tswang@mcw.edu",Kevin,Cheung,Pritesh,Mehta,Sanziana A,Roman,Hugh D,Walker,Julie Ann,Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the rationale for a multimodal approach in the management of breakthrough cancer pain: a review,https://pubmed.ncbi.nlm.nih.gov/17582029/,20,06,2007,The American journal of hospice & palliative care,24,5,1049-9091,Luiz Guilherme,Soares,"Department of Anesthesia & Pain Medicine, Toronto Western Hospital, University Health Network, University of Toronto, Ontario, Canada. luizguilhermesoares@globo.com",Vincent W,Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
preclinical and post-treatment changes in the hcc-associated serum proteome,https://pubmed.ncbi.nlm.nih.gov/17060939/,24,10,2006,British journal of cancer,95,10,0007-0920,D G,Ward,"Cancer Research UK Institute for Cancer Studies, University of Birmingham, Edgbaston, Birmingham, UK.",Y,Cheng,G,N'Kontchou,T T,Thar,N,Barget,W,Wei,A,Martin,M,Beaugrand,P J,Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
secondary neutron doses in a compact proton therapy system,https://pubmed.ncbi.nlm.nih.gov/24591728/,02,03,2014,Radiation protection dosimetry,161,1-4,1742-3406,F,Stichelbaut,"IBA, Chemin du Cyclotron, 3, Louvain-la-Neuve B-1348, Belgium frederic.stichelbaut@iba-group.com.",M,Closset,Y,Jongen,,,,,,,,,,,,,"IBA, Chemin du Cyclotron, 3, Louvain-la-Neuve B-1348, Belgium.","IBA, Chemin du Cyclotron, 3, Louvain-la-Neuve B-1348, Belgium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision theory in treatment planning of upper and middle thoracic esophageal cancer (author's transl),https://pubmed.ncbi.nlm.nih.gov/600679/,25,10,1977,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,37,10,0048-0428,I,Odano,,K,Sakai,T,Kitabatake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early prostate cancer: clinical decision-making,https://pubmed.ncbi.nlm.nih.gov/12660074/,22,03,2003,"Lancet (London, England)",361,9362,0140-6736,Ashesh B,Jani,"Department of Radiation and Cellular Oncology, University of Chicago, Chicago, IL 60637, USA.",Samuel,Hellman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a management algorithm and practical oncoplastic surgical techniques for repairing partial mastectomy defects,https://pubmed.ncbi.nlm.nih.gov/19050516/,XX,12,2008,Plastic and reconstructive surgery,122,6,1529-4242,Steven J,Kronowitz,"Houston, Texas From the Departments of Plastic and Reconstructive Surgery, Surgical Oncology, Radiation Oncology, and Breast Medical Oncology, University of Texas M. D. Anderson Cancer Center.",Henry M,Kuerer,Thomas A,Buchholz,Vicente,Valero,Kelly K,Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision theory and significance of prophylactic postoperative irradiation for primary lung cancer. part i. decision making under uncertainty (author's transl),https://pubmed.ncbi.nlm.nih.gov/503804/,25,08,1979,Nihon Igaku Hoshasen Gakkai zasshi. Nippon acta radiologica,39,8,0048-0428,I,Odano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
management of microcalcifications that develop at the lumpectomy site after breast-conserving therapy,https://pubmed.ncbi.nlm.nih.gov/9169686/,XX,06,1997,Radiology,203,3,0033-8419,S A,Vora,"Department of Radiation Oncology, New England Medical Center, Tufts University School of Medicine, Boston, MA 02111, USA.",D E,Wazer,M J,Homer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genes involved in radiation therapy response in head and neck cancers,https://pubmed.ncbi.nlm.nih.gov/19117295/,XX,01,2009,The Laryngoscope,119,1,1531-4995,Catherine I,Dumur,"Department of Pathology, Virginia Commonwealth University, Richmond, Virginia 23298, USA. cdumur@mcvh-vcu.edu",Amy C,Ladd,Harry V,Wright,Lynne T,Penberthy,David S,Wilkinson,Celeste N,Powers,Carleton T,Garrett,Laurence J,DiNardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patient participation in clinical decision-making for treatment of t3 laryngeal cancer: a comparison of state and process utilities,https://pubmed.ncbi.nlm.nih.gov/7666096/,XX,09,1995,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,13,9,0732-183X,J,van der Donk,"Dr Daniel den Hoed Cancer Center, Rotterdam, the Netherlands.",P C,Levendag,A J,Kuijpers,F H,Roest,J D,Habbema,C A,Meeuwis,P I,Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
radiotherapy for brain metastases,https://pubmed.ncbi.nlm.nih.gov/11373886/,XX,XX,2001,Clinical oncology (Royal College of Radiologists (Great Britain)),13,2,0936-6555,P J,Hoskin,"Mount Vernon Hospital, Rickmansworth Road, Northwood, Middlesex HA6 2RN, UK.",M,Brada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Second Workshop on Palliative Radiotherapy and Symptom Control,,,,,
fdg-pet-based differential uptake volume histograms: a possible approach towards definition of biological target volumes,https://pubmed.ncbi.nlm.nih.gov/27007269/,23,03,2016,The British journal of radiology,89,1062,1748-880X,Slobodan,Devic,"1 Department of Radiation Oncology, Jewish General Hospital, McGill University, Montréal, QC, Canada.",Huriyyah,Mohammed,Nada,Tomic,Saad,Aldelaijan,François,De Blois,Jan,Seuntjens,Shirley,Lehnert,Sergio,Faria,,,"1 Department of Radiation Oncology, Jewish General Hospital, McGill University, Montréal, QC, Canada.","1 Department of Radiation Oncology, Jewish General Hospital, McGill University, Montréal, QC, Canada.","1 Department of Radiation Oncology, Jewish General Hospital, McGill University, Montréal, QC, Canada.","1 Department of Radiation Oncology, Jewish General Hospital, McGill University, Montréal, QC, Canada.","2 Department of Radiation Oncology, Montreal General Hospital, McGill University, Montréal, QC, Canada.","2 Department of Radiation Oncology, Montreal General Hospital, McGill University, Montréal, QC, Canada.","2 Department of Radiation Oncology, Montreal General Hospital, McGill University, Montréal, QC, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an investigation into the mammographic appearances of missed breast cancers when recall rates are reduced,https://pubmed.ncbi.nlm.nih.gov/28621548/,16,06,2017,The British journal of radiology,90,1076,1748-880X,Norhashimah,Mohd Norsuddin,"1 Medical Image Optimisation and Perception Group (MIOPeG), Discipline of Medical Radiation Sciences, Faculty of Health Sciences, University of Sydney, Sydney, NSW, Australia.",Claudia,Mello-Thoms,Warren,Reed,Mary,Rickard,Sarah,Lewis,,,,,,,,,"1 Medical Image Optimisation and Perception Group (MIOPeG), Discipline of Medical Radiation Sciences, Faculty of Health Sciences, University of Sydney, Sydney, NSW, Australia.","1 Medical Image Optimisation and Perception Group (MIOPeG), Discipline of Medical Radiation Sciences, Faculty of Health Sciences, University of Sydney, Sydney, NSW, Australia.","3 Sydney Breast Clinic, Sydney, NSW, Australia.","1 Medical Image Optimisation and Perception Group (MIOPeG), Discipline of Medical Radiation Sciences, Faculty of Health Sciences, University of Sydney, Sydney, NSW, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
molecular imaging in the framework of personalized cancer medicine,https://pubmed.ncbi.nlm.nih.gov/24511645/,XX,11,2013,The Israel Medical Association journal : IMAJ,15,11,1565-1088,Dzevad,Belkić,"Department of Oncology/Pathology, Karolinska Institute, Stockholm, Sweden.",Karen,Belkić,,,,,,,,,,,,,,,"Department of Oncology/Pathology, Karolinska Institute, Stockholm, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estimating ct image from mri data using structured random forest and auto-context model,https://pubmed.ncbi.nlm.nih.gov/26241970/,28,07,2015,IEEE transactions on medical imaging,35,1,1558-254X,Tri,Huynh,,Yaozong,Gao,Jiayin,Kang,Li,Wang,Pei,Zhang,Jun,Lian,Dinggang,Shen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alzheimer's Disease Neuroimaging Initiative,,,,,
preablation diagnostic whole-body scan vs empiric radioactive iodine ablation in differentiated thyroid cancer: cost-effectiveness analysis,https://pubmed.ncbi.nlm.nih.gov/33076776/,20,10,2020,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,164,6,1097-6817,Simran,Arjani,"Division of Surgical Oncology, Department of Surgery, Rutgers New Jersey Medical School, Newark, New Jersey, USA.",Patrick L,Quinn,Ravi J,Chokshi,,,,,,,,,,,,,"Division of Surgical Oncology, Department of Surgery, Rutgers New Jersey Medical School, Newark, New Jersey, USA.","Division of Surgical Oncology, Department of Surgery, Rutgers New Jersey Medical School, Newark, New Jersey, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lung ultrasonography for early management of patients with respiratory symptoms during covid-19 pandemic,https://pubmed.ncbi.nlm.nih.gov/32638333/,07,07,2020,Journal of ultrasound,23,4,1876-7931,Andrea,Smargiassi,"Pulmonary Medicine Unit, Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario A. Gemelli IRCCS, Largo Gemelli, 8, 00168, Rome, Italy.",Gino,Soldati,Alberto,Borghetti,Giancarlo,Scoppettuolo,Enrica,Tamburrini,Antonia Carla,Testa,Francesca,Moro,Luigi,Natale,Anna Rita,Larici,"Diagnostic and Interventional Ultrasound Unit, Valle del Serchio General Hospital, Lucca, Italy.","UOC Malattie Infettive, Dipartimento Scienze di Laboratorio e Infettivologiche, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.","UOC Malattie Infettive, Dipartimento Scienze di Laboratorio e Infettivologiche, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.","UOC Malattie Infettive, Dipartimento Scienze di Laboratorio e Infettivologiche, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.","Dipartimento Scienze della Salute della Donna, del Bambino e di Sanità Pubblica, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.","Dipartimento Scienze della Salute della Donna, del Bambino e di Sanità Pubblica, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.","Department of Diagnostic Imaging, Oncological Radiotherapy and Hematology, Fondazione Policlinico Universitario A. Gemelli IRCCS, 00168, Rome, Italy.","Department of Diagnostic Imaging, Oncological Radiotherapy and Hematology, Fondazione Policlinico Universitario A. Gemelli IRCCS, 00168, Rome, Italy.",Danilo,Buonsenso,"Paediatric Unit, Department of Woman and Child Health and Public Health, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.",Piero,Valentini,"Paediatric Unit, Department of Woman and Child Health and Public Health, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.",Gaetano,Draisci,"Science of Emergency, Anesthesiology, Intensive Care Therapy Fondazione Policlinico Universitario A Gemelli IRCCS, Rome, Italy.",Bruno Antonio,Zanfini,"Science of Emergency, Anesthesiology, Intensive Care Therapy Fondazione Policlinico Universitario A Gemelli IRCCS, Rome, Italy.",Maurizio,Pompili,"Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario A. Gemelli IRCCS, Largo Gemelli, 8, 00168, Rome, Italy.",Giovanni,Scambia,"Dipartimento Scienze della Salute della Donna, del Bambino e di Sanità Pubblica, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.",Antonio,Lanzone,"Dipartimento Scienze della Salute della Donna, del Bambino e di Sanità Pubblica, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.",Francesco,Franceschi,"Emergency Medicine, Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy.",Gian Ludovico,Rapaccini,"Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario A. Gemelli IRCCS, Largo Gemelli, 8, 00168, Rome, Italy.",Antonio,Gasbarrini,"Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario A. Gemelli IRCCS, Largo Gemelli, 8, 00168, Rome, Italy.",Paolo,Giorgini,"Department of Information Engineering and Computer Science, Ultrasound Laboratory Trento, University of Trento, Trento, Italy.",Luca,Richeldi,"Pulmonary Medicine Unit, Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario A. Gemelli IRCCS, Largo Gemelli, 8, 00168, Rome, Italy.",Libertario,Demi,"Department of Information Engineering and Computer Science, Ultrasound Laboratory Trento, University of Trento, Trento, Italy.",Riccardo,Inchingolo,"Pulmonary Medicine Unit, Department of Medical and Surgical Sciences, Fondazione Policlinico Universitario A. Gemelli IRCCS, Largo Gemelli, 8, 00168, Rome, Italy. riccardo.inchingolo@policlinicogemelli.it.",,,,,,
decision-making strategy for rectal cancer management using radiation therapy for elderly or comorbid patients,https://pubmed.ncbi.nlm.nih.gov/29485072/,15,03,2018,"International journal of radiation oncology, biology, physics",100,4,1879-355X,Shang-Jui,Wang,"Department of Radiation Oncology, Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey.",Lara,Hathout,Usha,Malhotra,Nell,Maloney-Patel,Sarah,Kilic,Elizabeth,Poplin,Salma K,Jabbour,,,,,"Department of Radiation Oncology, Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey.","Division of Medical Oncology, Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey.","Department of Surgery, Rutgers Robert Wood Johnson Medical School, New Brunswick, New Jersey.","Rutgers New Jersey Medical School, Rutgers, the State University of New Jersey, Newark, New Jersey.","Division of Medical Oncology, Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey.","Department of Radiation Oncology, Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey. Electronic address: jabbousk@cinj.rutgers.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selective application of tumor markers psa,https://pubmed.ncbi.nlm.nih.gov/18791963/,XX,09,2008,Therapeutische Umschau. Revue therapeutique,65,9,0040-5930,Maciej,Kwiatkowski,"Urologische Klinik, Kantonsspital Aarau. maciej.kwiatkowski@ksa.ch",Petra,Stieber,Andreas R,Huber,Franz,Recker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment field shape verification using elliptic fourier transform,https://pubmed.ncbi.nlm.nih.gov/10587226/,XX,11,1999,Medical physics,26,11,0094-2405,Q,Gao,"Department of Radiation Oncology, Henry Ford Hospital, Detroit, Michigan, USA.",F F,Yin,K,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
activity-based costing: a practical model for cost calculation in radiotherapy,https://pubmed.ncbi.nlm.nih.gov/12957266/,01,10,2003,"International journal of radiation oncology, biology, physics",57,2,0360-3016,Yolande,Lievens,"Department of Radiation Oncology, University Hospitals Leuven, Leuven, Belgium. yolande.lievens@uz.kuleuven.ac.be",Walter,van den Bogaert,Katrien,Kesteloot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
management of localized and advanced prostate cancer in canada: a lifetime cost and quality-adjusted life-year analysis,https://pubmed.ncbi.nlm.nih.gov/26828716/,01,02,2016,Cancer,122,7,1097-0142,Chiranjeev,Sanyal,"Department of Urology, McGill University, Montreal, Quebec, Canada.",Armen G,Aprikian,Fabio L,Cury,Simone,Chevalier,Alice,Dragomir,,,,,,,,,"Department of Urology, McGill University, Montreal, Quebec, Canada.","Department of Urology, McGill University, Montreal, Quebec, Canada.","Department of Urology, McGill University, Montreal, Quebec, Canada.","Department of Urology, McGill University, Montreal, Quebec, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the health and economic impact of cervical cancer screening and human papillomavirus vaccination in kidney transplant recipients,https://pubmed.ncbi.nlm.nih.gov/19352131/,15,04,2009,Transplantation,87,7,1534-6080,Germaine,Wong,"NHMRC Centre for Clinical Research Excellence in Renal Medicine, Children's Hospital at Westmead, NSW, Australia. germainw@chw.edu.au",Kirsten,Howard,Angela,Webster,Jeremy R,Chapman,Jonathan C,Craig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the prostate cancer risk stratification (procars) project: recursive partitioning risk stratification analysis,https://pubmed.ncbi.nlm.nih.gov/24231239/,11,11,2013,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,109,2,1879-0887,George,Rodrigues,"Department of Radiation Oncology, London Health Sciences Centre, Canada. Electronic address: george.rodrigues@lhsc.on.ca.",Himu,Lukka,Padraig,Warde,Michael,Brundage,Luis,Souhami,Juanita,Crook,Fabio,Cury,Charles,Catton,Gary,Mok,,,,,,,,,Andre-Guy,Martin,,Eric,Vigneault,,Jim,Morris,,Andrew,Warner,,Sandra,Gonzalez Maldonado,,Tom,Pickles,,,,,,,,,,,,,,,,,,,,,,,,,,Genitourinary Radiation Oncologists of Canada (GUROC),,,,,
intra-hepatic cholangiocarcinoma,https://pubmed.ncbi.nlm.nih.gov/15494665/,XX,09,2004,Journal de chirurgie,141,5,0021-7697,S,Métairie,"Service de Chirurgie, Centre Hépato-Biliaire, Hôpital Paul Brousse, Villejuif. sylvie.metairie@pbr.ap-hop-paris.fr",V,Lucidi,D,Castaing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a proposed framework for consensus-based lung tumour volume auto-segmentation in 4d computed tomography imaging,https://pubmed.ncbi.nlm.nih.gov/25611494/,22,01,2015,Physics in medicine and biology,60,4,1361-6560,Spencer,Martin,"Department of Medical Biophysics, University of Western Ontario, London, Ontario, Canada.",Mark,Brophy,David,Palma,Alexander V,Louie,Edward,Yu,Brian,Yaremko,Belal,Ahmad,John L,Barron,Steven S,Beauchemin,,,,,,,,,George,Rodrigues,,Stewart,Gaede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current management of hepatocellular carcinoma,https://pubmed.ncbi.nlm.nih.gov/26337474/,01,09,2015,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,19,6-7,1769-6658,I,Ruiz,"Service d'hépatologie, hôpital Henri-Mondor, 51, avenue du Maréchal-de-Lattre-de-Tassigny, 94010 Créteil, France; Équipe 18, Inserm U955, 51, avenue du Maréchal-de-Lattre-de-Tassigny, 94010 Créteil, France.",C,Féray,,,,,,,,,,,,,,,"Service d'hépatologie, hôpital Henri-Mondor, 51, avenue du Maréchal-de-Lattre-de-Tassigny, 94010 Créteil, France; Équipe 18, Inserm U955, 51, avenue du Maréchal-de-Lattre-de-Tassigny, 94010 Créteil, France. Electronic address: cyrille.feray@aphp.fr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simultaneous beam geometry and intensity map optimization in intensity-modulated radiation therapy,https://pubmed.ncbi.nlm.nih.gov/16289912/,14,11,2005,"International journal of radiation oncology, biology, physics",64,1,0360-3016,Eva K,Lee,"Center for Operations Research in Medicine, School of Industrial and Systems Engineering, Georgia Institute of Technology, Atlanta, GA 30332-0205, USA. evakylee@isye.gatech.edu",Tim,Fox,Ian,Crocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
therapeutic options for a rising psa after radical prostatectomy,https://pubmed.ncbi.nlm.nih.gov/23783041/,XX,06,2013,The Canadian journal of urology,20,3,1195-9479,Bradley C,Carthon,"Department of Hematology/Oncology, Emory University, Atlanta, GA 30322, USA.",David M,Marcus,Lindsey A,Herrel,Ashesh B,Jani,Peter J,Rossi,Daniel J,Canter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thyroid associated orbitopathy,https://pubmed.ncbi.nlm.nih.gov/22713200/,20,02,2012,Acta medica portuguesa,24,6,1646-0758,Marta,Alves,"Serviço de Endocrinologia, Hospital de S. João, Porto, Portugal.",Celestino,Neves,Davide,Carvalho,José Luís,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnostic algorithm for acute superior vena caval obstruction (svco),https://pubmed.ncbi.nlm.nih.gov/8227119/,XX,08,1993,The Journal of cardiovascular surgery,34,4,0021-9509,R,Bigsby,"Department of Surgery, University of Manitoba, Winnipeg, Canada.",R,Greengrass,H,Unruh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bladder cancer after pelvic irradiation for cervical cancer,https://pubmed.ncbi.nlm.nih.gov/3929394/,XX,09,1985,Southern medical journal,78,9,0038-4348,J,Kaplan,,L,Loftus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physician resource utilization in radiation oncology: a model based on management of carcinoma of the prostate,https://pubmed.ncbi.nlm.nih.gov/9486609/,01,02,1998,"International journal of radiation oncology, biology, physics",40,3,0360-3016,B J,Kobeissi,"Mallinckrodt Institute of Radiology, Washington University Medical Center, St. Louis, MO 63108, USA.",M,Gupta,C A,Perez,N,Dopuch,J M,Michalski,G,Van Antwerp,R,Gerber,T H,Wasserman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cancer in older patients: which assessment before treatment decisions,https://pubmed.ncbi.nlm.nih.gov/21634148/,04,05,2011,Revue medicale suisse,7,293,1660-9379,M,Coutaz,"Centre hospitalier du Chablais, Département de gériatrie, Réseau Santé Valais, 1890 St-Maurice.",J,Morisod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
squamous cell carcinoma antigen in follow-up of cervical cancer treated with radiotherapy: evaluation of cost-effectiveness,https://pubmed.ncbi.nlm.nih.gov/17689030/,06,08,2007,"International journal of radiation oncology, biology, physics",69,4,0360-3016,Franca,Forni,"Institute of Biochemistry and Clinical Biochemistry, Catholic University, Rome, Italy.",Gabriella,Ferrandina,Francesco,Deodato,Gabriella,Macchia,Alessio G,Morganti,Daniela,Smaniotto,Stefano,Luzi,Giuseppe,D'Agostino,Vincenzo,Valentini,,,,,,,,,Numa,Cellini,,Bruno,Giardina,,Giovanni,Scambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
